certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;estilo_corregido;estilo_limpio;estilo_cliente;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
Aro Rojo - Mexico;;2025-07;2025;Oriente Compañía Cervecera;Cereza;Stone Fruit Mead;Stone Fruit Mead;Stone Fruit Mead;Stone Fruit Mead;Bronce Medal;Bronce;Beer;;México;México
Aro Rojo - Mexico;;2025-07;2025;372 Brewing Co;A la grande le puse Cuca;Strong Ale;Strong Ale;Strong Ale;Strong Ale;Silver Medal;Plata;Beer;;Rosario;Argentina
Aro Rojo - Mexico;;2025-07;2025;YanaSupay Brewering;Génesis;Sweet Mead;Sweet Mead;Sweet Mead;Sweet Mead;Silver Medal;Plata;Beer;;Quito;Ecuador
Aro Rojo - Mexico;;2025-07;2025;YanaSupay Brewering;Valkyrias;Sweet Mead;Sweet Mead;Sweet Mead;Sweet Mead;Gold Medal;Oro;Beer;;Quito;Ecuador
Aro Rojo - Mexico;;2025-07;2025;FALLING PIANO BREWING;PIANO VAGABUNDO;Sweet Stout/Cream Stout;Sweet Stout/Cream Stout;Sweet Stout/Cream Stout;Stout;Bronce Medal;Bronce;Beer;;CUAUHTEMOC;México
Aro Rojo - Mexico;;2025-07;2025;CHELA DE PLAYA;QUETZAL VIENNA LAGER;Vienna Lager;Vienna Lager;Vienna Lager;Lager;Bronce Medal;Bronce;Beer;;PLAYA DEL CARMEN;México
Aro Rojo - Mexico;;2025-07;2025;CERVECERIA RAMURI;LA IPA DEL TEMPLO;West Coast Ipa;West Coast Ipa;West Coast Ipa;Ipa;Bronce Medal;Bronce;Beer;;TIJUANA;México
Aro Rojo - Mexico;;2025-07;2025;Antigua Cerveza;Nectar de Jade;Wood/Barrel Aged Beer;Wood, Barrel, Aged Beer;Wood, Barrel, Aged Beer;Wood/Barrel Aged;Silver Medal;Plata;Beer;;Antigua;Guatemala
Aro Rojo - Mexico;;2025-07;2025;OKCIDENTA;Paradoja Nocturna;Wood/Barrel Aged Beer;Wood, Barrel, Aged Beer;Wood, Barrel, Aged Beer;Wood/Barrel Aged;Gold Medal;Oro;Beer;;Santa Fe;Argentina
Australian International Beer Awards (Aiba) - Australia;Internacional;2013-09;2013;Hernando De Magallanes;Hernando;Imperial Stout;Imperial Stout;Imperial Stout;Stout;Bronce;Bronce;Beer;Style; - ;Chile
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Adambier;Adambier;Adambier;Adambier;Adambier;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Adambier;Adambier;Adambier;Adambier;Adambier;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Birrificio Baladin Ssa;Xyauyù 2019;Aged Beer;Aged Beer;Aged Beer;Aged;Oro;Oro;Beer;Style; - ;Italia
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Karsten;RIS Café de Nêne;Aged Beer;Aged Beer;Aged Beer;Aged;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Leopoldina;Cervejaria Leopoldina - Leopoldina Barley Wine;Aged Beer;Aged Beer;Aged Beer;Aged;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Incrivel;Incrível 1988;Altbier;Altbier;Altbier;Altbier;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Nave;Perdidos no Tempo;Altbier;Altbier;Altbier;Altbier;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Vila Dionísio;Altbier Vila Dionísio;Altbier;Altbier;Altbier;Altbier;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Walnut;Thoruna Red IPA;American Amber Ale;American Amber Ale;Amber Ale;Amber Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Ziel;Ziel Vulkaan;American Amber Ale;American Amber Ale;Amber Ale;Amber Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Três Torres;HOP RED;American Amber Ale;American Amber Ale;Amber Ale;Amber Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Vila Dionísio;Sasha;American Amber Lager;American Amber Lager;Amber Lager;Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Mil Demonios;(i?+m)?=0;American Barley Wine;American Barley Wine;Barley Wine;Barley Wine;Bronce;Bronce;Beer;Style;Santiago;Chile
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Big Jack Cervejaria;Brown Storm;American Brown Ale;American Brown Ale;Brown Ale;Brown Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Alcatraz;A despretensiosa Alcabrown;American Brown Ale;American Brown Ale;Brown Ale;Brown Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Divina Beer (Colab. Con Sweet River);A ponte para o Futuro;American Brown Ale;American Brown Ale;Brown Ale;Brown Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Do Funil;Cerveja do Funil - BLACK;American Dark Lager;American Dark Lager;Dark Lager;Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Salva;Salva - Tô Apavorado com Morango;American Fruit Beer;American Fruit Beer;American Fruit Beer;Fruit Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Salva;to apavorado con goiaba;American Fruit Beer;American Fruit Beer;American Fruit Beer;Fruit Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Salva;to apavorado con goiaba;American Fruit Beer;American Fruit Beer;American Fruit Beer;Fruit Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cosvesi;Cosvesi Fruit Beer;American Fruit Beer;American Fruit Beer;American Fruit Beer;Fruit Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Marchand Beer Co.;Imperial sour de Goiaba, Cajú e Maracujá;American Fruit Sour Ale;American Fruit Sour Ale;American Fruit Sour Ale;Sour Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Sampler Brew. House;Sampler - Soul to Squeeze;American Fruit Sour Ale;American Fruit Sour Ale;American Fruit Sour Ale;Sour Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Three Monkeys Beer;I'm Sour;American Fruit Sour Ale;American Fruit Sour Ale;American Fruit Sour Ale;Sour Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Ayres;Marreta;American Ipa;American Ipa;American Ipa;Ipa;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Big Jack Cervejaria (Colab. Con Cervejaria Barbus Bier);India Pale Lager;American IPL;American Ipl;Ipl;Ipl;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Bergerbier;Berger Pilsen;American Lager;American Lager;Lager;Lager;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Do Funil;Cerveja do Funil - PILSEN;American Lager;American Lager;Lager;Lager;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Pilsen;American Lager;American Lager;Lager;Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Rótula Bier;RÓTULA BIER PILSEN;American Lager;American Lager;Lager;Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Green Head;ULTRA LEVE - Pilsen;American Lager;American Lager;Lager;Lager;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Vemaguet 67;Vemaguet-Mosca Morta;American Lager;American Lager;Lager;Lager;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Bionda;Bionda Light Lager;American Light Lager;American Light Lager;Light Lager;Lager;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Bionda;Pantanal Light Lager;American Light Lager;American Light Lager;Light Lager;Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Brüder;BRUDER ALMA CEVADA PREMIUM LAGER;American Light Lager;American Light Lager;Light Lager;Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Burgman;BURGMAN ULTRA;American Light Lager;American Light Lager;Light Lager;Lager;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Sacramento Br. Co.;Sacra Lager;American Light Lager;American Light Lager;Light Lager;Lager;Oro;Oro;Beer;Style; - ;Paraguay
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Zanotelli Cervejaria;Prexeca Pils;American Light Lager;American Light Lager;Light Lager;Lager;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Tropiacal Light Lager;American Light Lager;American Light Lager;Light Lager;Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Alcatraz;Birdman;American Pale Ale;American Pale Ale;Pale Ale;Pale Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Beermad;BEERMAD APA SUMMER BREZZE;American Pale Ale;American Pale Ale;Pale Ale;Pale Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cerveza Mist;Mist Hoppy Mosaic;American Pale Ale;American Pale Ale;Pale Ale;Pale Ale;Plata;Plata;Beer;Style; - ;Uruguay
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Divino Malte;Disfarçada;American Pils;American Pils;American Pils;Lager;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Divino Malte;Mulherama;American Pils;American Pils;American Pils;Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Haenschbier;Haenschbier Hop Ale;American Pils;American Pils;American Pils;Lager;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Três Torres;Hop Lager;American Pils;American Pils;American Pils;Lager;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Vemaguet 67;VEMAGUET 67 - MARCHA LENTA;American Pils;American Pils;American Pils;Lager;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Hoppebräu;Fuchsteufelswuid;American Sour Ale;American Sour Ale;American Sour Ale;Sour Ale;Oro;Oro;Beer;Style; - ;Alemania
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Salva;Stout Querendo;American Stout;American Stout;Stout;Stout;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Iniguez;American Stout;American Stout;American Stout;Stout;Stout;Bronce;Bronce;Beer;Style;Constitucion;Chile
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Ruradelica Ales;Zebra;American Stout;American Stout;Stout;Stout;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Rótula Bier;RÓTULA BIER AMERICAN IPA;American Strong Pale Ale;American Strong Pale Ale;Strong Pale Ale;Strong Pale Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Dna Beer;DNA Beer - Sucellus;American Strong Pale Ale;American Strong Pale Ale;Strong Pale Ale;Strong Pale Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Marlin Azul;MAHI-MAHI;American Wheat Beer;American Wheat Beer;American Wheat;Wheat;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Haenschbier;Haenschbier Fruit Beer Guava;American Wheat Beer;American Wheat Beer;American Wheat;Wheat;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Karsten;"In ""Trigo"" We Trust!";American Wheat Wine;American Wheat Wine;Wheat Wine;Wheat Wine;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Salva;Australian Pale Ale;Australian Pale Ale;Australian Pale Ale;Australian Pale Ale;Australian Pale Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Nave;Novas Auroras;Australian Pale Ale;Australian Pale Ale;Australian Pale Ale;Australian Pale Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Big Jack Cervejaria;Baltic Porter;Baltic Porter;Baltic Porter;Baltic Porter;Porter;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Salva;Dementadora;Baltic Porter;Baltic Porter;Baltic Porter;Porter;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Pohjala Br.;Öö (10,5%);Baltic Porter;Baltic Porter;Baltic Porter;Porter;Plata;Plata;Beer;Style;Estonia;Estonia
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Três Santas;Terra da Cachaça;Baltic Porter (Wood-Aged);Baltic Porter (Wood-Aged);Baltic Porter (Wood-Aged);Porter;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Big Jack Cervejaria;Belgian Tetra Hop;Belgia Ipa;Belgia Ipa;Belgia Ipa;Ipa;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Três Santas;Uma canção praieira.;Belgia Ipa;Belgia Ipa;Belgia Ipa;Ipa;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Água Do Monge;Tripel Chardonnay;Belgian Ale;Belgian Ale;Belgian Ale;Belgian Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Três Santas;O Julgamento Selvagem;Belgian Ale;Belgian Ale;Belgian Ale;Belgian Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Big Jack Cervejaria;Belgian Tetra Hop;Belgian American Ipa;Belgian American Ipa;Belgian Ipa;Ipa;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Big Jack Cervejaria;belgian series 1;Belgian Blonde Ale;Belgian Blonde Ale;Belgian Blonde Ale;Belgian Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Buonacerva;BUONA BELGIAN;Belgian Blonde Ale;Belgian Blonde Ale;Belgian Blonde Ale;Belgian Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Walnut;Walnut Belgian Blond Ale;Belgian Blonde Ale;Belgian Blonde Ale;Belgian Blonde Ale;Belgian Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Birrificio Frisanco;AMICIZIA;Belgian Fruit Beer;Belgian Fruit Beer;Belgian Fruit;Belgian Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Karsten (Colab. Con Sabores Do Malte);Casca Grossa;Belgian Fruit Beer;Belgian Fruit Beer;Belgian Fruit;Belgian Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Salva;Belgian Peach;Belgian Fruit Beer;Belgian Fruit Beer;Belgian Fruit;Belgian Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Vila Dionísio;Dezesseis;Belgian Pale Ale;Belgian Pale Ale;Belgian Pale Ale;Belgian Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Big Jack Cervejaria;Belgian Single;Belgian Session Ale;Belgian Session Ale;Belgian Session Ale;Belgian Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Marchand Beer Co.;Witbier Low Alcohol;Belgian Session Ale;Belgian Session Ale;Belgian Session Ale;Belgian Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Yblon;Yblond;Belgian Session Ale;Belgian Session Ale;Belgian Session Ale;Belgian Ale;Bronce;Bronce;Beer;Style; - ;Italia
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Hank Bier;Blondie;Belgian Strong Blonde Ale;Belgian Strong Blonde Ale;Belgian Strong Blonde Ale;Belgian Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Caras De Malte;ASTEROIDE CARAS DE MALTE;Belgian Strong Dark Ale;Belgian Strong Dark Ale;Belgian Strong Dark Ale;Belgian Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Leopoldina;Leopoldina - Leopoldina Quadrupel;Belgian Strong Dark Ale;Belgian Strong Dark Ale;Belgian Strong Dark Ale;Belgian Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Hank Bier;Strong Dark;Belgian Strong Dark Ale;Belgian Strong Dark Ale;Belgian Strong Dark Ale;Belgian Ale;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Hank Bier;Strong Dark Amburana;Belgian Strong Dark Ale;Belgian Strong Dark Ale;Belgian Strong Dark Ale;Belgian Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Barnia Cervejaria;BARNIA BERLINER WEISSE;Berliner Weisse;Berliner Weisse;Berliner Weisse;Berliner Weisse;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;I Lupi Cervejaria;Old stuff;Berliner Weisse;Berliner Weisse;Berliner Weisse;Berliner Weisse;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Três Torres;Hand Made;Black Ale;Black Ale;Black Ale;Black Ale;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Hauk;CHOPP HAUK;Blonde Ale;Blonde Ale;Blonde Ale;Blonde Ale;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Fario;Golden Ale;Blonde Ale;Blonde Ale;Blonde Ale;Blonde Ale;Oro;Oro;Beer;Style;Coyhaique;Chile
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Sacramento Br. Co.;Churro Campaña;Blonde Ale;Blonde Ale;Blonde Ale;Blonde Ale;Oro;Oro;Beer;Style; - ;Paraguay
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Big Jack Cervejaria;Bamberg Series 2;Bock Rauchbier;Bock Rauchbier;Bock Rauchbier;Bock Rauchbier;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Hank Bier;Bacon Serenade;Bock Rauchbier;Bock Rauchbier;Bock Rauchbier;Bock Rauchbier;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Nave;Futuro É Vórtex;Bohemian Pilsner;Bohemian Pilsner;Bohemian Pilsner;Bohemian Pilsner;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Três Santas;Mel de Cacau;Brazilian Fruit Beer;Brazilian Fruit Beer;Brazilian Fruit;Brazilian Fruit;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Vila Dionísio;Muruci Brett;Brazilian Fruit Beer (con Brettanomyces);Brazilian Fruit Beer (Con Brettanomyces);Brazilian Fruit (Con Brettanomyces);Brazilian Fruit (Con Brettanomyces);Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Karsten;Breslávia;Breslau Pale Schoeps;Breslau Pale Schoeps;Breslau Pale Schoeps;Breslau Pale Schoeps;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Água Do Monge;Saison Gabiroba;Brett Beer;Brett Beer;Brett;Brett;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Três Santas;Bretted Mind;Brett Beer;Brett Beer;Brett;Brett;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Hop Bros Cervejaria;Dubbel;Brett Beer;Brett Beer;Brett;Brett;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Mr. Brew. Cervejaria;Mr. Brew. Experience - Brett Saison com Butiá;Brett Beer;Brett Beer;Brett;Brett;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Vila Dionísio;Cacau Brett;Brett Beer;Brett Beer;Brett;Brett;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Karsten;Karsten Barley Wine;British Barley Wine;British Barley Wine;British Barley Wine;British Barley Wine;Oro;Oro;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Faroeste Beer;Barley Wine;British Barley Wine;British Barley Wine;British Barley Wine;British Barley Wine;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Ronchi Beer;BARLEYWINE VISIONÁRIO;British Barley Wine;British Barley Wine;British Barley Wine;British Barley Wine;Plata;Plata;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Caras De Malte;BURACO NEGRO;Brown Porter;Brown Porter;Brown Porter;Porter;Bronce;Bronce;Beer;Style; - ;Brasil
BBA, Brazilian Int. Beer Awards - Brasil;Internacional;2025-11;2025;Cervejaria Divino Malte;Dorothy Porter;Brown Porter;Brown Porter;Brown Porter;Porter;Plata;Plata;Beer;Style; - ;Brasil
